,Chirp_corr,ChirpCorr_Angle,ChirpCorr_distance,ChirpCorr_ExpDate,type
432,0.6013567,33.23405,120.06959,20170615,0.0
433,0.58759594,25.591103,109.819916,20170615,0.0
434,0.49658358,23.726942,134.13979,20170615,0.0
435,0.5979701,35.86698,147.51834,20170615,0.0
436,0.5676585,35.263115,129.93178,20170615,0.0
437,0.55980957,32.199833,158.57909,20170615,0.0
438,0.5742056,19.085537,121.75087,20170615,0.0
439,0.5897615,44.260883,121.93445,20170615,0.0
440,0.54900897,19.695454,117.44266,20170615,0.0
441,0.54612666,30.174065,155.94798,20170615,0.0
442,0.56673515,57.619465,141.4374,20170615,0.0
443,0.5293879,59.94695,125.86323,20170615,0.0
444,0.50919896,67.159134,112.43044,20170615,0.0
445,0.5286481,20.899263,142.65619,20170615,0.0
446,0.54129285,18.18254,134.38472,20170615,0.0
447,0.6993202,29.151403,74.27464,20170615,0.0
448,0.8001444,170.46155,42.79129,20170615,0.0
449,0.7662692,38.398277,70.08052,20170615,0.0
450,0.7541572,16.245628,120.33273,20170615,0.0
451,0.7240019,20.54599,95.22576,20170615,0.0
452,0.7619145,17.558481,123.54363,20170615,0.0
453,0.7176078,42.768726,382.05783,20170615,0.0
454,0.70295984,42.04607,371.01172,20170615,0.0
455,0.6654336,42.300316,357.218,20170615,0.0
456,0.6644636,43.093807,347.03964,20170615,0.0
457,0.6906837,42.252743,336.9618,20170615,0.0
458,0.6362752,42.126625,363.44986,20170615,0.0
459,0.62543344,42.310307,360.1962,20170615,0.0
460,0.72405535,32.28229,228.19176,20170615,0.0
461,0.7123719,26.349411,217.45483,20170615,0.0
462,0.70808303,36.393345,193.84058,20170615,0.0
463,0.7274621,38.067856,185.88466,20170615,0.0
464,0.68543446,35.342438,199.3647,20170615,0.0
465,0.69676334,29.84762,244.80829,20170615,0.0
466,0.65251356,29.351252,232.26457,20170615,0.0
467,0.65861416,35.138966,202.17108,20170615,0.0
468,0.6393229,28.171324,240.11053,20170615,0.0
469,0.62238836,28.86714,265.692,20170615,0.0
470,0.59669054,27.42578,212.20618,20170615,0.0
471,0.6276869,36.25564,175.66278,20170615,0.0
472,0.6044852,31.048353,165.4131,20170615,0.0
473,0.5174035,25.732494,189.73299,20170615,0.0
474,0.60958886,34.178074,203.11154,20170615,0.0
475,0.5809826,48.367386,185.52496,20170615,0.0
476,0.57160634,29.421036,214.17229,20170615,0.0
477,0.59292024,26.700678,177.34407,20170615,0.0
478,0.58290607,57.43405,177.52765,20170615,0.0
479,0.5340013,27.51176,173.03586,20170615,0.0
480,0.5533264,27.817667,211.54117,20170615,0.0
481,0.5924452,56.432713,197.0306,20170615,0.0
482,0.5513427,61.49457,181.45642,20170615,0.0
483,0.5051025,73.14798,168.02364,20170615,0.0
484,0.54650676,17.217718,198.24939,20170615,0.0
485,0.5707703,14.648719,189.97792,20170615,0.0
486,0.7104324,36.32638,31.483353,20170615,0.0
487,0.67674124,2.0653095,4.194117,20170615,0.0
488,0.6548839,163.77689,46.05809,20170615,0.0
489,0.61448294,2.9843137,20.951118,20170615,0.0
490,0.6576144,165.71794,49.268997,20170615,0.0
491,0.6106726,44.14489,327.99875,20170615,0.0
492,0.5991639,43.50994,316.95267,20170615,0.0
493,0.599018,43.850956,303.1589,20170615,0.0
494,0.593148,44.148438,292.98056,20170615,0.0
495,0.61016583,43.389507,282.9027,20170615,0.0
496,0.5444699,43.542767,309.39078,20170615,0.0
497,0.53764266,43.793415,306.13712,20170615,0.0
498,0.6100862,28.748594,174.13268,20170615,0.0
499,0.5987229,24.572538,163.39577,20170615,0.0
500,0.5854505,32.294785,139.78151,20170615,0.0
501,0.61196905,33.391167,131.82558,20170615,0.0
502,0.57090217,32.08048,145.30562,20170615,0.0
503,0.58113825,29.353107,190.74922,20170615,0.0
504,0.56488335,25.561975,178.20549,20170615,0.0
505,0.5493301,32.42088,148.11201,20170615,0.0
506,0.5278618,27.614437,186.05145,20170615,0.0
507,0.5329083,29.491138,211.63292,20170615,0.0
508,0.51645076,25.06213,158.1471,20170615,0.0
509,0.5652727,30.164457,121.6037,20170615,0.0
510,0.53474087,23.411781,111.354034,20170615,0.0
511,0.4648751,20.06493,135.6739,20170615,0.0
512,0.5415497,31.404596,149.05246,20170615,0.0
513,0.5125313,39.358246,131.4659,20170615,0.0
514,0.5149245,27.457106,160.1132,20170615,0.0
515,0.5187858,17.920757,123.28499,20170615,0.0
516,0.545087,48.18261,123.46857,20170615,0.0
517,0.49190953,18.671532,118.976776,20170615,0.0
518,0.46772513,25.48346,157.4821,20170615,0.0
519,0.5449983,53.88321,142.97151,20170615,0.0
520,0.51700926,56.911602,127.39735,20170615,0.0
521,0.46562415,65.66129,113.96456,20170615,0.0
522,0.49810752,29.177473,144.1903,20170615,0.0
523,0.4838458,26.376986,135.91884,20170615,0.0
524,0.7652777,45.430054,27.289234,20170615,0.0
525,0.7525659,22.346157,77.54144,20170615,0.0
526,0.69262683,25.433681,52.43447,20170615,0.0
527,0.7322797,23.520977,80.75235,20170615,0.0
528,0.7004872,47.56072,339.26654,20170615,0.0
529,0.7028013,46.911198,328.22043,20170615,0.0
